"Summons Number","Plate ID","Registration State","Plate Type","Issue Date","Violation Code","Vehicle Body Type","Vehicle Make","Issuing Agency","Street Code1","Street Code2","Street Code3","Vehicle Expiration Date","Violation Location","Violation Precinct","Issuer Precinct","Issuer Code","Issuer Command","Issuer Squad","Violation Time","Time First Observed","Violation County","Violation In Front Of Or Opposite","House Number","Street Name","Intersecting Street","Date First Observed","Law Section","Sub Division","Violation Legal Code","Days Parking In Effect","From Hours In Effect","To Hours In Effect","Vehicle Color","Unregistered Vehicle?","Vehicle Year","Meter Number","Feet From Curb","Violation Post Code","Violation Description","No Standing or Stopping Violation","Hydrant Violation","Double Parking Violation","Fiscal Year"
"1,501,553,707","KZW4630","NY","PAS","07/28/2026 12:00:00 AM","24","SDN","TESLA","P","36,290","11,710","27,390","20,261,209","26","26","26","971,448","0026","0000","1201A",,"NY","F","540","WEST 126 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,"20","2026"
"1,499,834,950","KXN9568","NY","PAS","07/29/2026 12:00:00 AM","14",,"TOYOT","P","13,990","28,990","67,490","20,260,519","112","112","112","976,017","0112","0000","0144A",,"Q","I","98-07","67 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GOLD","0","2001","-","0",,,,,"20","2026"
"1,499,273,125","MTX8872","PA","PAS","07/29/2026 12:00:00 AM","98","SDN","VOLKS","P","67,530","14,780","14,830","20,260,228","61","61","61","963,676","0061","0000","0500P",,"K","F","2855","OCEAN AVENUE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLACK","0","2019","-","0",,,,,"20","2026"
"1,500,748,742","AU186B","NJ","PAS","07/30/2026 12:00:00 AM","74","DELV","VOLVO","P","23,250","25,090","25,140","20,260,820","116","116","116","968,028","0116","0000","0926P",,"Q","O","182-30","150 RD",,"0","408","J2",,"BBBBBBB","ALL","ALL","RED","0","2016","-","0",,,,,"20","2026"
"1,485,691,801","HWZ7628","NY","PAS","07/31/2026 12:00:00 AM","17","SUBN","GMC","O","80,330","26,730","67,047","20,260,311","77","77","0","0","COTA","0000","0726A","0700A","K","F","541","ST JOHNS PLACE",,"20,260,731","408","C4",,"YYYYYBB","0700A","0700P","SIL","0","2005","-","0",,,,,"20","2026"
"1,501,209,218","LKF8359","NY","PAS","07/31/2026 12:00:00 AM","40","SDN","CHEVR","P","18,090","8,190","57,790","20,260,623","115","115","115","963,072","0115","0000","0120A",,"Q","F","32-22","89 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","OR","0","2006","-","0",,,,,"20","2026"
"1,488,611,889","KYD3363","NY","PAS","07/31/2026 12:00:00 AM","98","SUBN","PORSC","P","9,730","6,280","6,380","20,260,809","68","68","68","962,798","0068","0000","0855P",,"K","F","1267","63 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","WH","0","2020","-","0",,,,,"20","2026"
"1,502,982,640","T748128C","NY","OMT","07/31/2026 12:00:00 AM","40","SUBN","IESLA","P","16,490","8,790","61,090","20,260,731","115","115","0","974,237","01l5","0000","0815P","0815P",,"F","37-14","79 ST",,"20,260,731","408","F2",,"bbbbbbb","ALL","ALL","BLACK","0","2023","-","0",,,,,,"2026"
"1,457,776,900","A0BM2NY","AL","PAS","08/01/2026 12:00:00 AM","98","SUBN","TOYOT","P","19,120","55,720","18,520","20,260,131","43","43","43","973,175","0043","0000","0520A",,,"F","2126","CHATTERTON AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2026","-","0",,,,,"20","2026"
"1,489,179,343","W91VWW","NJ","PAS","08/01/2026 12:00:00 AM","40","VAN","CHRYS","P","36,420","26,340","26,400","20,260,620",,"0","44","970,973","0044","0000","0858P",,"BX","F","780","GRAND CONCOURSE",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","5",,,,,"20","2026"
"1,500,845,826","KFK7527","NY","PAS","08/01/2026 12:00:00 AM","40","SDN","CHRYS","P","11,030","28,230","73,330","20,261,014","68","68","68","962,798","0068","0000","1145P",,"K","F","137","89 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2015","-","0",,,,,"20","2026"
"1,502,955,751","UCM6430","VA","PAS","08/02/2026 12:00:00 AM","41","SUBN","KIA","P","26,550","67,820","0","20,270,731","44","44","44","982,573","0044","0000","0515P","0505P",,"F",,"E 163","TELLER AVE","20,260,802","408","F2",,"bbbbbbb","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1,492,845,231","KYD7485","PA","PAS","08/02/2026 12:00:00 AM","40","SDN","ME/BE","P","26,070","15,720","65,620","20,260,501","40","40","0","970,627","PSA7","0000","0245P","2245P","BX","O","550","E 147 ST",,"20,260,802","408","J2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,"20","2026"
"1,500,541,734","KYN4613","NY","PAS","08/02/2026 12:00:00 AM","98","SUBN","ME/BE","P","21,620","28,860","10,620","20,261,004","47","47","47","964,568","0047","0000","1208P",,"BX","F","723","CRANFORD AVE",,"0","408","99",,"BBBBBBB","ALL","ALL","BLK","0","2018","-","0",,,,,"20","2026"
"1,498,753,061","KWE6715","NY","PAS","08/02/2026 12:00:00 AM","14","SDN","AUDI","P","15,410","36,210","24,490","20,260,519","26","26","26","976,106","0026","0000","0905A",,"NY","F","170","CLAREMONT AVE",,"0","408","K2",,"BBBBBBB","ALL","ALL","BLA","0","2017","-","0",,,,,"20","2026"
"1,494,818,966","KXD2728","NY","PAS","08/02/2026 12:00:00 AM","19","SUBN","TOYOT","P","83,630","67,730","18,950","20,260,523","60","60","67","960,883","0067","0000","0346P",,"K","F","243","SURF AVE",,"0","408","F7",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1,503,370,914","MBG3886","NY","PAS","08/03/2026 12:00:00 AM","40","SDN",,"P","46,730","83,330","55,530","20,271,208","81","81","81","973,507","0081","0000","0322A",,,"F","417A","HALSEY ST",,"0","408","J6",,"bbbbbbb","ALL","ALL","BLK","0","2026","-","0",,,,,"20","2026"
"1,492,098,176","LKW8746","NY","PAS","08/03/2026 12:00:00 AM","74","SDN","ME/BE","P","23,290","5,760","5,940","20,260,807","109","109","109","980,991","0109","0000","1149P",,"Q","F","12-41","150 STREET",,"0","408","J2",,"BBBBBBB","ALL","ALL","BL","0","2011","-","0",,,,,"20","2026"
"1,498,294,560","KHN7895","NY","PAS","08/03/2026 12:00:00 AM","14","SUBN","TOYOT","P","32,940","0","0","20,261,126","100","100","100","957,499","0100","0000","0522P",,"NY",,,"B 88 ST","SHORE FT N/S","0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,"20","2026"
"1,500,893,742","KZY1677","NY","PAS","08/03/2026 12:00:00 AM","46","SUBN","SUBAR","P","64,230","90,730","90,780","20,261,120","60","60","60","967,020","0060","0000","0104P",,"K","F","532","NEPTUNE AVENUE",,"0","408","E9",,"BBBBBBB","ALL","ALL","WHT","0","2017","-","0",,,,,"20","2026"
"1,500,924,957","LVA4673","NY","PAS","08/03/2026 12:00:00 AM","14","SUBN","VOLVO","P","90,880","76,330","70,165","20,270,310","60","60","282","932,511","0282","0000","0428P",,"K","F","2951","WEST 8 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2019","-","0",,,,,,"2026"
"1,494,518,661","LPU9844","NY","PAS","08/04/2026 12:00:00 AM","98","SDN","HONDA","P","36,890","39,610","37,390","20,261,117","101","101","101","965,438","0101","0000","0235A",,,"F","552","BRIAR PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2009","-","0",,,,,"20","2026"
"1,501,233,312","KYZ6049","NY","PAS","08/04/2026 12:00:00 AM","20","SUBN","PORSC","P","59,530","83,330","55,530","20,261,102","81","81","81","978,702","0081","0000","1000A","1000A","K","F","243","MACDONOUGH ST",,"20,260,804","408","F1",,"YBBYBBB","0900A","1030A","BLK","0","2021","-","0",,,,,"20","2026"
"1,500,565,490","A10RBG","NJ","PAS","08/05/2026 12:00:00 AM","40","SDN","HONDA","P","52,120","29,020","27,540","0","52","52","52","978,413","0052","0000","0156A",,"BX","F","2675","MORRIS AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2003","-","0",,,,,"20","2026"
"1,500,966,551","RAC0031","MI","PAS","08/05/2026 12:00:00 AM","40","SUBN","HONDA","P","23,920","29,430","27,750","0","52","52","52","978,413","0052","0000","0342A",,"BX","F","3085","DECATUR AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,"20","2026"
"1,500,966,563","HLS1139","PA","PAS","08/05/2026 12:00:00 AM","14","SUBN","FORD","P","27,540","10,020","49,420","0","52","52","52","978,413","0052","0000","0247A",,"BX","F","330","E 196 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,"20","2026"
"1,500,966,575","RDM9110","NC","PAS","08/05/2026 12:00:00 AM","14","SUBN","TOYOT","P","49,420","27,540","27,570","20,240,215","52","52","52","978,413","0052","0000","0222A",,"BX","F","2718","MARION AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","TAN","0","0","-","0",,,,,"20","2026"
"1,501,592,385","LRP9760","NY","PAS","08/05/2026 12:00:00 AM","46","SUBN","NISSA","P","63,010","29,620","22,240","20,261,130","45","45","45","965,911","0045","0000","0702P",,"BX","F","2916","SAMPSON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2021","-","0",,,,,"20","2026"
"1,498,425,641","LLY4911","NY","PAS","08/06/2026 12:00:00 AM","20",,,"P","34,130","10,610","10,810","20,261,112","10","10","10","967,070","0010","0000","1148P","1148P",,"F","217","WEST 18",,"0","408","C",,"bbbbbbb","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,503,119,099","BV86927","CT","PAS","08/06/2026 12:00:00 AM","99","SUBN","NISSA","P","18,540","40,404","40,404","88,888,888","108","108","108","911,056","0108","0000","0808P",,"Q",,"59-19","93 AVE",,"0","408","E2",,"bbbbbbb","ALL","ALL","WHITE","0","2017","-","0",,,,,"20","2026"
"1,493,927,735","KVX5232","NY","PAS","08/06/2026 12:00:00 AM","50","SDN","HONDA","P","28,135","29,795","44,675","20,260,322","121","121","121","967,201","0121","0000","0451A",,"R","O","24","FARRAGUT",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,495,876,627","KDW5155","NY","PAS","08/06/2026 12:00:00 AM","98","SDN","ME/BE","P","73,310","73,350","42,730","20,260,708","75","75","75","975,337","0075","0000","1215A",,"K","F","136","RICHMOND ST",,"0","408","K6",,"BBBBBYB","ALL","ALL","BLK","0","2019","-","0",,,,,"20","2026"
"1,485,379,520","LVS9601","NY","PAS","08/07/2026 12:00:00 AM","41","SDN","KIA","P","0","13,610","0","20,270,428","18","18","161","973,533","0161","0000","0553P",,"NY","O",,"W 46","BROADWAY","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,"20","2026"
"1,497,706,701","EMA8507","NY","PAS","08/07/2026 12:00:00 AM","14","SDN","TOYOT","P","17,600","15,650","54,515","20,260,928","123","123","123","977,572","0123","0000","0100A",,"R","F","15","BAYVIEW AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","RD","0","2009","-","0",,,,,"20","2026"
"1,499,932,819","BLANKPLATE","99","999","08/07/2026 12:00:00 AM","70","SDN","NISSA","P","16,490","17,390","51,090","20,260,818","102","102","102","969,997","0102","0000","0849A",,"Q","F","86-41","79 STREET",,"0","408","F7",,"BBBBBBB","ALL","ALL","BLK","0","2008","-","0",,,,,"20","2026"
"1,499,999,288","26497BT","NY","COM","08/07/2026 12:00:00 AM","77",,"ICRP","P","67,030","47,630","72,830","20,260,228","79","79","79","980,619","0079","0000","0940P",,"K","F","193","NOSTRAND AVE",,"0","408","E5",,"BBBBBBB","ALL","ALL","YEL","0","0","-","0",,,,,"20","2026"
"1,492,007,122","KXG8538","NY","PAS","08/08/2026 12:00:00 AM","50","SDN","ME/BE","P","42,785","39,017","0","20,260,602","111","111","111","975,074","0111","0000","0421P",,"Q",,,"DOUGLASTON PKWY","CHURCH ST","0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,492,007,134","JPG7246","NY","PAS","08/08/2026 12:00:00 AM","98","SDN","TOYOT","P","25,690","35,780","10,140","20,260,125","111","111","111","975,074","0111","0000","0347P",,"Q","F","43-34","195 ST",,"0","408","E5",,"BBBBBBB","ALL","ALL","GRAY","0","2017","-","0",,,,,"20","2026"
"1,498,297,973","LHZ5213","NY","PAS","08/08/2026 12:00:00 AM","14","SDN","NISSA","P","0","40,404","40,404","20,250,327","100","100","100","968,358","0100","0000","1155P",,"Q","O","107-10","SHRE FT PKWY",,"0","408","J2",,"BBBBBBB","ALL","ALL","GY","0","2023","-","0",,,,,"20","2026"
"1,500,514,779","KYM2602","NY","PAS","08/08/2026 12:00:00 AM","40","SDN","AUDI","P","0","40,404","40,404","20,260,808","49","49","49","978,275","0049","0000","0445A","0445A","BX","F","1027","NEIL AVE",,"20,260,808","408","J2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,"20","2026"
"1,498,751,568","LM3097","IN","PAS","08/08/2026 12:00:00 AM","20","SDN","DODGE","P","36,330","15,910","11,710","88,888,888","26","26","26","972,890","0026","0000","0130A",,,"O","449","W 128 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2012","-","0",,,,,"20","2026"
"1,502,015,584","BX52296","CT","PAS","08/09/2026 12:00:00 AM","40","SUBN","CHEVR","P","37,190","21,190","22,590","20,290,211","33","33","33","953,568","0033","0000","0838P",,"NY","F","711","W 171 ST",,"0","408","F1",,"bbbbbbb","ALL","ALL","BLACK","0","0","-","0",,,,,"20","2026"
"1,502,629,793","78687RW","SC","PAS","08/09/2026 12:00:00 AM","46","SUBN","BMW","P","35,580","12,330","19,630","88,888,888","70","70","70","981,055","0070","0000","0834A",,"K","F","180","EAST 17TH STREET",,"0","408","F2",,"bbbbbbb","ALL","ALL","BROWN","0","0","-","0",,,,,"20","2026"
"1,499,999,290","LSW9195","NY","PAS","08/09/2026 12:00:00 AM","77","SUBN","LEXUS","P","41,930","31,530","54,130","20,261,227","79","79","79","980,619","0079","0000","0106A","0106A","K","F","297-301","FRANKLIN AVENUE",,"20,260,809","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,"20","2026"
"1,497,688,127","LVC8872","NY","PAS","08/10/2026 12:00:00 AM","46","SDN","AUDI","P","34,600","26,150","47,000","20,260,424","122","122","122","957,145","0122","0000","0926P",,"R","O","219","JEFFERSON ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BK","0","2024","-","0",,,,,"20","2026"
"1,501,086,443","LJP2482","NY","PAS","08/10/2026 12:00:00 AM","17","SDN","BMW","P","75,970","37,730","0","20,260,404","69","69","69","938,967","0069","0000","0932P",,"K","I",,"SEAVIEW AVE","E 88TH ST","0","408","C4",,"BBBBBBB","ALL","ALL","GRY","0","2004","-","0",,,,,"20","2026"
"1,484,980,128","X41VPL","NJ","PAS","08/11/2026 12:00:00 AM","74","SUBN","BMW","9","73,720","26,910","26,940","20,260,320","48","48","837","0","0837","0000","0236A",,,,"1828","WEBSTER AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,500,998,345","LNB6492","NY","PAS","08/11/2026 12:00:00 AM","46",,"JEEP","P","52,720","51,620","0","20,261,126","46","46","46","979,812","0046","0000","0232P",,"BX","F",,"MT HOPE PL","MONROE AVE","0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,"20","2026"
"1,500,999,908","T114047C","NY","COM","08/11/2026 12:00:00 AM","17","TAXI","TOYOT","P","0","40,404","40,404","20,260,430","46","46","46","980,860","0046","0000","0446A",,"BX","F","2112","VALENTINE",,"0","408","C4",,"BBBBBBB","ALL","ALL","GRY","0","2023","-","0",,,,,"20","2026"
"1,501,555,327","JPU8304","NY","PAS","08/11/2026 12:00:00 AM","17","SUBN","ME/BE","P","36,270","13,113","11,710","20,260,610","26","26","26","972,488","0026","0000","0826A",,"NY","O","430","WEST 125 STREET",,"0","408","K2",,"BBBBBBB","ALL","ALL","BK","0","2014","-","0",,,,,"20","2026"
"1,496,230,255","HJW1947","NY","PAS","08/12/2026 12:00:00 AM","40","SDN","NISSA","O","26,520","64,720","36,620","20,260,817","44","44","44","100,124","BCHJ","0000","1025A",,"BX","F","239","E 162 ST",,"0","408","E2",,"bbbbbbb","ALL","ALL","GRAY","0","2007","-","0",,,,,"20","2026"
"1,497,696,975","45613NC","NY","COM","08/12/2026 12:00:00 AM","78","VAN","FORD","P","48,980","15,490","47,837","20,251,231","120","120","120","977,391","0120","0000","0112A",,,"F","283","ST JOHNS AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,497,697,001","11238NF","NY","COM","08/12/2026 12:00:00 AM","78","VAN","FORD","P","48,980","15,490","47,837","20,260,731","120","120","120","977,391","0120","0000","0112A",,"R","F","283","ST JOHNS AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL",,"0","2024","-","0",,,,,"20","2026"
"1,497,011,607","LAC7733","NY","OMT","08/12/2026 12:00:00 AM","17","SUBN","JEEP","M","17,870","25,390","32,670","20,261,230","16","16","968","271,497","0968","0000","0723A",,"NY","F","51","E 44 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","BK","0","2027","-","0",,,,,"20","2026"
"1,497,011,619","KZR7803","NY","PAS","08/12/2026 12:00:00 AM","17","SDN","HONDA","M","17,870","25,390","32,670","20,270,130","16","16","968","271,497","0968","0000","0725A",,"NY","F","51","E 44 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","SILVE","0","2019","-","0",,,,,"20","2026"
"1,500,320,018","HFP6229","NY","PAS","08/12/2026 12:00:00 AM","50","SUBN","HONDA","P","72,430","5,880","72,630","20,260,406","72","72","72","970,161","0072","0000","0814P",,"K","F","482","PROSPECT AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","W","0","2001","-","0",,,,,,"2026"
"1,497,555,462","LFL4320","NY","PAS","08/13/2026 12:00:00 AM","46","SUBN","TOYOT","M","61,090","0","0","20,260,102","109","109","968","253,064","0968","0000","0456P","0456P","Q","F","133-35","ROOSEVELT AVE",,"20,260,813","408","C4",,"BBBBBBB","ALL","ALL","BLK","0","2022","-","0",,,,,"20","2026"
"1,501,265,349","KXZ6115","NY","PAS","08/13/2026 12:00:00 AM","40","SUBN","JEEP","P","54,100","29,930","75,230","20,260,725","83","83","83","967,974","0083","0000","0305A",,"K","F","839","KNICKERBOCKER AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2012","-","0",,,,,"20","2026"
"1,502,039,990","541TYD","KY","PAS","08/13/2026 12:00:00 AM","20","SDN","HONDA","P","29,690","40,404","40,404","20,260,131","33","33","33","953,568","0033","0000","0937P",,"NY","O","1771","RIVERSIDE DRIVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2004","-","0",,,,,"20","2026"
"1,502,040,001","U24SDJ","NJ","PAS","08/13/2026 12:00:00 AM","40","SDN","SUBAR","P","29,690","13,113","36,890","20,260,630","33","33","33","953,568","0033","0000","0944P",,"NY","O","788","RIVERSIDE DRIVE",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2013","-","0",,,,,"20","2026"
"1,499,047,265","LJG1847","NY","PAS","08/13/2026 12:00:00 AM","40","SUBN","NISSA","P","9,780","5,430","5,580","20,260,219","72","72","72","979,799","0072","0000","0148A",,"K","F","457","64 ST",,"0","408","D5",,"BBBBBBB","ALL","ALL","GRY","0","2021","-","0",,,,,,"2026"
"1,501,603,863","GG4","NY","PAS","08/14/2026 12:00:00 AM","45","SUBN","ME/BE","P","55,960","12,550","12,550","20,250,917","45","45","163","971,002","0163","0000","0445P",,"BX",,"1","ORCHARD BEACH RD",,"0","408","D1",,"BBBBBBB","ALL","ALL","BLUE","0","2017","-","0",,,,,"20","2026"
"1,491,491,887","98083ND","NY","COM","08/14/2026 12:00:00 AM","74",,,"P","10,410","18,550","18,570","20,270,331","19","19","19","973,218","0019","0000","0639P",,"NY","O","973","5TH AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","W","0","2006","-","0",,,,,"20","2026"
"1,496,112,453","LVE6729","NY","PAS","08/14/2026 12:00:00 AM","17","SUBN","JEEP","O","36,420","26,400","0","20,260,930","44","44","0","0","BXSC","0000","0836A","0830A","BX","O","857","GRAND CONCOURSE","158TH ST","20,260,814","408","F6",,"YYYYYBB","0800A","1800P","BLK","0","2005","-","0",,,,,"20","2026"
"1,502,150,244","ZYV1150","PA","PAS","08/14/2026 12:00:00 AM","46","TRUC","CHEVR","N","63,820","12,550","12,550","20,260,331","52","52","52","960,174","0052","0000","1133A",,"BX","F","2605","SEDGWICK AVE",,"0","408","D1",,"BBBBBBB","ALL","ALL","B","0","2007","-","0",,,,,"20","2026"
"1,502,150,256","XRH6069","PA","PAS","08/14/2026 12:00:00 AM","20","TRAI",,"N","70,620","74,810","76,550","88,888,888","52","52","52","956,444","0052","0000","1151A",,"BX","F","2553","UNIVERSITY AVE",,"0","408","F1",,"YBBYBBB","1130A","0100P","GRY","0","0","-","0",,,,,"20","2026"
"1,501,271,532","LKH5028","NY","PAS","08/14/2026 12:00:00 AM","38","DELV","GMC","P","8,980","5,580","5,680","20,260,320","72","72","72","967,919","0072","0000","1215P",,"K","O","505","48 ST",,"0","408","E3",,"BBBBBBB","ALL","ALL","YELLO","0","0","-","0",,,,,,"2026"
"1,326,072,237","MIK8188","NY","PAS","08/15/2026 12:00:00 AM","51","SDN","ME/BE","P","36,400","22,340","22,490","20,260,315","109","109","109","973,616","0109","0000","1006P","1006P","Q","F","136-20","BOOTH MEMORIAL",,"20,260,815","408","D",,"BBBBBBB","ALL","ALL","GRY","0","2021","-","0",,,,,"20","2026"
"1,491,522,057","WBC4683","TX","PAS","08/15/2026 12:00:00 AM","46","SDN","TOYOT","P","37,230","12,010","31,190","88,888,888","33","33","162","953,591","0162","0000","0541P",,,"F","571","W 173 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,"20","2026"
"1,490,678,402","EKM3483","NY","PAS","08/16/2026 12:00:00 AM","14","SDN","VOLKS","P","29,440","40,404","40,404","20,260,814","1","1","1","962,648","0001","0000","0431P",,,"F","377","RECTOR ST",,"0","408","E3",,"BBBBBBB","ALL","ALL","GREY","0","2001","-","0",,,,,"20","2026"
"1,492,877,475","LJA2040","NY","PAS","08/16/2026 12:00:00 AM","19","SUBN","JEEP","P","20,390","14,010","22,890","20,260,131","7","7","7","974,486","0007","0000","0831P",,"NY","O","1","ESSEX ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,"20","2026"
"1,501,566,908","KYH3522","NY","PAS","08/16/2026 12:00:00 AM","46","SUBN","HYUND","P","49,020","73,420","76,950","20,260,829","43","43","43","980,841","0043","0000","1218A",,,"F","1104","MANOR AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2019","-","0",,,,,"20","2026"
"1,489,561,330","MYF6619","PA","PAS","08/16/2026 12:00:00 AM","46","SDN","NISSA","N","37,630","0","0","20,260,630","69","69","69","979,608","0069","0000",,,"K","I",,"EAST 86 STREET","SEAVIEW","0","408","K6",,"BBBBBBB","ALL","ALL","WHT","0","2014","-","0",,,,,,"2026"
"1,501,566,891","NAOMI07","NY","999","08/17/2026 12:00:00 AM","46","SUBN","TOYOT","P","31,720","73,420","76,950","20,260,331","43","43","43","980,841","0043","0000","0110A","0110A",,"F","1186","EVERGREEN AVE",,"20,260,817","408","F1",,"BBBBBBB","ALL","ALL",,"0","2023","-","0",,,,,"20","2026"
"1,501,576,598","TES3786","VA","PAS","08/17/2026 12:00:00 AM","67","SUBN","HONDA","P","20,890","0","0","0","43","43","43","979,884","0043","0000","0326A",,"BX","F",,"COMMERCE AVE","SEABURY","0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","1997","-","0",,,,,"20","2026"
"1,498,296,282","HDE5974","NY","PAS","08/17/2026 12:00:00 AM","14","SDN","INIT","P","0","0","0","20,260,317","100","100","100","966,657","0100","0000","115 A",,"Q",,,"S/E CORNER B 100","SFP","0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2003","-","0",,,,,"20","2026"
"1,498,296,397","HZK1917","NY","PAS","08/17/2026 12:00:00 AM","14","SDN","SUBAR","P","62,200","33,240","33,290","20,260,527","100","100","100","966,657","0100","0000","1232P",,"Q","O","95-16","SHORE FRONT PKY",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,502,102,675","MCG7888","PA","PAS","08/17/2026 12:00:00 AM","46",,"MINI","P","48,220","42,820","42,120","20,260,731","44","44","44","980,782","0044","0000","0736P",,"BX","F","1460","MACOMBS RD",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLU","0","2008","-","0",,,,,"20","2026"
"1,491,894,350","LNR5224","NY","PAS","08/18/2026 12:00:00 AM","40","SUBN","HYUND","P","58,420","51,010","77,850","20,261,116","45","45","45","976,594","0045","0000","0136A",,"BX","O","1970","PILGRIM AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2024","-","0",,,,,"20","2026"
"1,502,109,270","Y22VVT","NJ","PAS","08/18/2026 12:00:00 AM","20",,"ME/BE","P","53,820","12,550","75,195","0","50","50","50","975,080","0050","0000","0340P",,"BX","F","5535","NETHERLAND AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","2025","-","0",,,,,"20","2026"
"1,499,473,813","KFP9701","NY","PAS","08/18/2026 12:00:00 AM","46","SUBN","HONDA","P","10,810","36,050","36,070","20,260,901","28","28","28","973,858","0028","0000","1035P",,"NY","F","2119","8 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,"20","2026"
"1,500,747,324","XMTN20","NJ","PAS","08/18/2026 12:00:00 AM","99","TK","FRUEH","N","43,130","25,150","22,700","20,260,220","116","116","116","970,455","0116","0000","0240P",,"Q","F","184-58","EDGEWOOD AV",,"0","408","J3",,"BBBBBBB","ALL","ALL","WHT","0","2013","-","0",,,,,"20","2026"
"1,500,750,219","28DJZH","FL","PAS","08/18/2026 12:00:00 AM","85",,"FRUEH","P","43,130","25,150","22,700","20,241,231","116","116","116","958,967","0116","0000","0246P",,,"I","184-58","EDGEWOOD AVE",,"0","408","J3",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,"20","2026"
"1,497,846,572","LTF6182","NY","PAS","08/18/2026 12:00:00 AM","46","SDN","TOYOT","P","40,930","40,404","40,404","20,261,229","62","62","63","969,581","0063","0000","1151P",,"K","F","20 62","FLATBUSH AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","2026","-","0",,,,,,"2026"
"1,503,041,888","DAP9100","NY","PAS","08/19/2026 12:00:00 AM","21","SDN","LEXUS","P","12,130","32,030","0","20,260,822","79","79","79","983,886","0079","0000","0855A",,"K",,,"ALBANY AVE","DECATUR ST","0","408","E2",,"YbbYbbb","0800A","0930A","BLUE","0","2025","-","0",,,,,,"2026"
"1,473,347,026","XRAY34","NJ","PAS","08/19/2026 12:00:00 AM","78","TRUC","WORKH","N","17,650","10,010","0","20,260,701","17","17","17","975,687","0017","0000","0120A","0120A","NY","F",,"EAST 33 STREET","1 AVENUE","0","408","E9",,"YYYYYBB","0900A","1700P","WHITE","0","2001","-","0",,,,,"20","2026"
